Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Signal peptide	Topological domain	Subcellular location [CC]	yourlist:M201905316746803381A1F0E0DB47453E0216320D1CCA86Y
Q8TDW0	LRC8C_HUMAN	reviewed	Volume-regulated anion channel subunit LRRC8C (Factor for adipocyte differentiation 158) (Leucine-rich repeat-containing protein 8C)	LRRC8C AD158 FAD158	Homo sapiens (Human)	803	TRANSMEM 23 43 Helical. {ECO:0000255}.; TRANSMEM 126 146 Helical. {ECO:0000255}.; TRANSMEM 267 287 Helical. {ECO:0000255}.; TRANSMEM 321 341 Helical. {ECO:0000255}.		TOPO_DOM 1 22 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 44 125 Extracellular. {ECO:0000255}.; TOPO_DOM 147 266 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 288 320 Extracellular. {ECO:0000255}.; TOPO_DOM 342 803 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24790029, ECO:0000269|PubMed:28193731}; Multi-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305|PubMed:24790029}. Note=In the absence of LRRC8A, resides primarily in a cytoplasmic compartment, probably the endoplasmic reticulum. Requires LRRC8A for expression at the cell membrane. {ECO:0000269|PubMed:24790029}.	Q8TDW0
P29372	3MG_HUMAN	reviewed	DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase)	MPG AAG ANPG MID1	Homo sapiens (Human)	298				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23290262}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:23290262}. Nucleus {ECO:0000269|PubMed:23290262}.	P29372-5
Q16769	QPCT_HUMAN	reviewed	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC)	QPCT	Homo sapiens (Human)	361		SIGNAL 1 28 {ECO:0000255}.		SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:18486145}.	Q16769-2
Q86UU1	PHLB1_HUMAN	reviewed	Pleckstrin homology-like domain family B member 1 (Protein LL5-alpha)	PHLDB1 KIAA0638 LL5A DLNB07	Homo sapiens (Human)	1377					Q86UU1-2
Q14978	NOLC1_HUMAN	reviewed	Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130)	NOLC1 KIAA0035 NS5ATP13	Homo sapiens (Human)	699				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:7657714}. Cytoplasm {ECO:0000269|PubMed:7657714}. Note=Shuttles between the nucleolus and the cytoplasm. At telophase it begins to assemble into granular-like pre-nucleolar bodies which are subsequently relocated to nucleoli at the early G1-phase. {ECO:0000269|PubMed:7657714}.	Q14978-3
O76054	S14L2_HUMAN	reviewed	SEC14-like protein 2 (Alpha-tocopherol-associated protein) (TAP) (hTAP) (Squalene transfer protein) (Supernatant protein factor) (SPF)	SEC14L2 C22orf6 KIAA1186 KIAA1658	Homo sapiens (Human)	403				SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Cytoplasmic in absence of alpha-tocopherol, and nuclear in presence of alpha-tocopherol.	O76054
P22304	IDS_HUMAN	reviewed	Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain]	IDS SIDS	Homo sapiens (Human)	550		SIGNAL 1 25 {ECO:0000255}.		SUBCELLULAR LOCATION: Lysosome.	P22304
A0A1B0GTB0	A0A1B0GTB0_HUMAN	unreviewed	Renin receptor (Fragment)	ATP6AP2	Homo sapiens (Human)	294	TRANSMEM 249 273 Helical. {ECO:0000256|SAM:Phobius}.				A0A1B0GTB0
P43307	SSRA_HUMAN	reviewed	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	SSR1 TRAPA PSEC0262	Homo sapiens (Human)	286	TRANSMEM 208 228 Helical. {ECO:0000255}.	SIGNAL 1 18 {ECO:0000269|PubMed:1557127}.	TOPO_DOM 19 207 Lumenal. {ECO:0000255}.; TOPO_DOM 229 286 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass type I membrane protein.	P43307
A4D1E9	GTPBA_HUMAN	reviewed	GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)	GTPBP10 OBGH2 UG0751c10	Homo sapiens (Human)	387				SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:17054726}. Chromosome {ECO:0000269|PubMed:17054726}. Note=Found in the dense fibrillar compartment region of the nucleolus. At the onset of mitosis moves to the chromosome surface and remains there until anaphase. Gradually re-assembles into the nucleolus at late anaphase to telophase.	A4D1E9
Q9BTE7	DCNL5_HUMAN	reviewed	DCN1-like protein 5 (DCUN1 domain-containing protein 5) (Defective in cullin neddylation protein 1-like protein 5)	DCUN1D5	Homo sapiens (Human)	237					Q9BTE7
Q16831	UPP1_HUMAN	reviewed	Uridine phosphorylase 1 (UPase 1) (UrdPase 1) (EC 2.4.2.3)	UPP1 UP	Homo sapiens (Human)	310					Q16831
Q9ULX9	MAFF_HUMAN	reviewed	Transcription factor MafF (U-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F)	MAFF	Homo sapiens (Human)	164				SUBCELLULAR LOCATION: Nucleus.	Q9ULX9-2
P12109	CO6A1_HUMAN	reviewed	Collagen alpha-1(VI) chain	COL6A1	Homo sapiens (Human)	1028		SIGNAL 1 19		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.	P12109
P49748	ACADV_HUMAN	reviewed	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial (VLCAD) (EC 1.3.8.9)	ACADVL VLCAD	Homo sapiens (Human)	655				SUBCELLULAR LOCATION: Mitochondrion inner membrane.	P49748-2
O15355	PPM1G_HUMAN	reviewed	Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma)	PPM1G PPM1C	Homo sapiens (Human)	546				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.	O15355
Q9UHN6	CEIP2_HUMAN	reviewed	Cell surface hyaluronidase (EC 3.2.1.35) (Cell migration-inducing hyaluronidase 2) (Transmembrane protein 2)	CEMIP2 KIAA1412 TMEM2	Homo sapiens (Human)	1383	TRANSMEM 83 103 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.		TOPO_DOM 1 82 Cytoplasmic. {ECO:0000305}.; TOPO_DOM 104 1383 Extracellular. {ECO:0000305}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28246172}; Single-pass type II membrane protein {ECO:0000269|PubMed:28246172}.	Q9UHN6-2
O75953	DNJB5_HUMAN	reviewed	DnaJ homolog subfamily B member 5 (Heat shock protein Hsp40-2) (Heat shock protein Hsp40-3) (Heat shock protein cognate 40) (Hsc40)	DNAJB5 HSC40	Homo sapiens (Human)	348					O75953
Q9NXJ5	PGPI_HUMAN	reviewed	Pyroglutamyl-peptidase 1 (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl aminopeptidase I) (PAP-I) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrrolidone-carboxylate peptidase)	PGPEP1 PGPI	Homo sapiens (Human)	209				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.	Q9NXJ5
Q13951	PEBB_HUMAN	reviewed	Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	CBFB	Homo sapiens (Human)	182				SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	Q13951
Q7Z5Q1	CPEB2_HUMAN	reviewed	Cytoplasmic polyadenylation element-binding protein 2 (CPE-BP2) (CPE-binding protein 2) (hCPEB-2)	CPEB2	Homo sapiens (Human)	589				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q812E0}.	Q7Z5Q1-7
O94923	GLCE_HUMAN	reviewed	D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase)	GLCE KIAA0836	Homo sapiens (Human)	617	TRANSMEM 12 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.		TOPO_DOM 1 11 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 29 617 Lumenal. {ECO:0000255}.	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.	O94923
Q9UBS3	DNJB9_HUMAN	reviewed	DnaJ homolog subfamily B member 9 (Endoplasmic reticulum DNA J domain-containing protein 4) (ER-resident protein ERdj4) (ERdj4) (Microvascular endothelial differentiation gene 1 protein) (Mdg-1)	DNAJB9 MDG1 UNQ743/PRO1471	Homo sapiens (Human)	223		SIGNAL 1 23 {ECO:0000255}.		SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250|UniProtKB:Q9QYI6}.	Q9UBS3
P32189	GLPK_HUMAN	reviewed	Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	GK	Homo sapiens (Human)	559				SUBCELLULAR LOCATION: Mitochondrion outer membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm. Note=In sperm and fetal tissues, the majority of the enzyme is bound to mitochondria, but in adult tissues, such as liver found in the cytoplasm.	P32189-1
Q92611	EDEM1_HUMAN	reviewed	ER degradation-enhancing alpha-mannosidase-like protein 1	EDEM1 EDEM KIAA0212	Homo sapiens (Human)	657	TRANSMEM 5 25 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.		TOPO_DOM 1 4 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 26 657 Lumenal. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19934218}; Single-pass type II membrane protein {ECO:0000269|PubMed:19934218}.	Q92611
P12111	CO6A3_HUMAN	reviewed	Collagen alpha-3(VI) chain	COL6A3	Homo sapiens (Human)	3177		SIGNAL 1 25 {ECO:0000255}.		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.	P12111
Q9Y4X0	AMMR1_HUMAN	reviewed	AMME syndrome candidate gene 1 protein	AMMECR1	Homo sapiens (Human)	333				SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:27811305}.	Q9Y4X0-4
Q9UNN8	EPCR_HUMAN	reviewed	Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201)	PROCR EPCR	Homo sapiens (Human)	238	TRANSMEM 211 231 Helical. {ECO:0000255}.	SIGNAL 1 17 {ECO:0000255}.	TOPO_DOM 18 210 Extracellular. {ECO:0000255}.; TOPO_DOM 232 238 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	Q9UNN8
P21810	PGS1_HUMAN	reviewed	Biglycan (Bone/cartilage proteoglycan I) (PG-S1)	BGN SLRR1A	Homo sapiens (Human)	368		SIGNAL 1 16 {ECO:0000250|UniProtKB:P47853}.		SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.	P21810
O94766	B3GA3_HUMAN	reviewed	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 3) (Glucuronosyltransferase I) (GlcAT-I) (UDP-GlcUA:Gal beta-1,3-Gal-R glucuronyltransferase) (GlcUAT-I)	B3GAT3	Homo sapiens (Human)	335	TRANSMEM 8 28 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.		TOPO_DOM 1 7 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 29 335 Lumenal. {ECO:0000255}.	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:21763480}; Single-pass type II membrane protein {ECO:0000269|PubMed:21763480}. Golgi apparatus, cis-Golgi network {ECO:0000269|PubMed:21763480, ECO:0000269|PubMed:25893793}.	O94766
Q8N8Z6	DCBD1_HUMAN	reviewed	Discoidin, CUB and LCCL domain-containing protein 1	DCBLD1	Homo sapiens (Human)	715	TRANSMEM 460 480 Helical. {ECO:0000255}.	SIGNAL 1 34 {ECO:0000255}.	TOPO_DOM 35 459 Extracellular. {ECO:0000255}.; TOPO_DOM 481 715 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.	Q8N8Z6-2
Q9UPY8	MARE3_HUMAN	reviewed	Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)	MAPRE3	Homo sapiens (Human)	281				SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10644998, ECO:0000269|PubMed:19255245, ECO:0000269|PubMed:28814570}. Note=Associated with the microtubule network. Detected at the plus end of microtubules. {ECO:0000269|PubMed:10644998, ECO:0000269|PubMed:19255245, ECO:0000269|PubMed:28814570}.	Q9UPY8
Q9UQQ2	SH2B3_HUMAN	reviewed	SH2B adapter protein 3 (Lymphocyte adapter protein) (Lymphocyte-specific adapter protein Lnk) (Signal transduction protein Lnk)	SH2B3 LNK	Homo sapiens (Human)	575					Q9UQQ2
P50452	SPB8_HUMAN	reviewed	Serpin B8 (Cytoplasmic antiproteinase 2) (CAP-2) (CAP2) (Peptidase inhibitor 8) (PI-8)	SERPINB8 PI8	Homo sapiens (Human)	374				SUBCELLULAR LOCATION: Cytoplasm.	P50452
O00754	MA2B1_HUMAN	reviewed	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]	MAN2B1 LAMAN MANB	Homo sapiens (Human)	1011		SIGNAL 1 49		SUBCELLULAR LOCATION: Lysosome.	O00754
Q96SB4	SRPK1_HUMAN	reviewed	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	SRPK1	Homo sapiens (Human)	655				SUBCELLULAR LOCATION: Isoform 2: Cytoplasm. Nucleus. Nucleus matrix. Microsome. Note=Shuttles between the nucleus and the cytoplasm. Inhibition of the Hsp90 ATPase activity, osmotic stress and interaction with HHV-1 ICP27 protein can induce its translocation to the nucleus. KAT5/TIP60 inhibits its nuclear translocation.; SUBCELLULAR LOCATION: Isoform 1: Cytoplasm. Nucleus matrix. Microsome. Note=Mainly localized in the microsomal fraction and the cytoplasm, and to a lesser extent in the nuclear matrix.	Q96SB4
Q05209	PTN12_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 12 (EC 3.1.3.48) (PTP-PEST) (Protein-tyrosine phosphatase G1) (PTPG1)	PTPN12	Homo sapiens (Human)	780				SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P35831}. Cell junction, focal adhesion {ECO:0000269|PubMed:18559503}. Cell projection, podosome {ECO:0000250|UniProtKB:P35831}. Note=Partial translocation to focal adhesion sites may be mediated by interaction with SORBS2. {ECO:0000269|PubMed:18559503}.	Q05209
Q12849	GRSF1_HUMAN	reviewed	G-rich sequence factor 1 (GRSF-1)	GRSF1	Homo sapiens (Human)	480				SUBCELLULAR LOCATION: Cytoplasm. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:25683715}. Note=Localizes to mitochondrial RNA granules found in close proximity to the mitochondrial nucleoids. {ECO:0000269|PubMed:25683715}.	Q12849
Q969R2	OSBP2_HUMAN	reviewed	Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)	OSBP2 KIAA1664 ORP4 OSBPL4	Homo sapiens (Human)	916				SUBCELLULAR LOCATION: Membrane; Peripheral membrane protein.	Q969R2-3
O15119	TBX3_HUMAN	reviewed	T-box transcription factor TBX3 (T-box protein 3)	TBX3	Homo sapiens (Human)	743				SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00201}.	O15119-2
Q9NWQ8	PHAG1_HUMAN	reviewed	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp)	PAG1 CBP PAG	Homo sapiens (Human)	432	TRANSMEM 17 37 Helical; Signal-anchor for type III membrane protein. {ECO:0000255}.		TOPO_DOM 1 16 Extracellular. {ECO:0000255}.; TOPO_DOM 38 432 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}; Single-pass type III membrane protein {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}. Note=Present in lipid rafts.	Q9NWQ8
Q9NZU0	FLRT3_HUMAN	reviewed	Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin-like domain-containing leucine-rich transmembrane protein 3)	FLRT3 KIAA1469 UNQ856/PRO1865	Homo sapiens (Human)	649	TRANSMEM 529 549 Helical. {ECO:0000255}.	SIGNAL 1 28 {ECO:0000255}.	TOPO_DOM 29 528 Extracellular. {ECO:0000255}.; TOPO_DOM 550 649 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14706654, ECO:0000269|PubMed:26235030}; Single-pass membrane protein {ECO:0000269|PubMed:14706654, ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q8BGT1}. Cell junction, focal adhesion {ECO:0000250|UniProtKB:Q8BGT1}. Secreted {ECO:0000250|UniProtKB:Q8BGT1}. Cell projection, axon {ECO:0000250|UniProtKB:Q8BGT1}. Note=Detected on dendritic punctae that colocalize in part with glutamaergic synapses, but not with GABAergic synapses. Detected on axons and at axon termini. Detected at neuronal growth cones. Proteolytic cleavage in the juxtamembrane region gives rise to a shedded ectodomain. {ECO:0000250|UniProtKB:B1H234, ECO:0000250|UniProtKB:Q8BGT1}.	Q9NZU0
P54709	AT1B3_HUMAN	reviewed	Sodium/potassium-transporting ATPase subunit beta-3 (Sodium/potassium-dependent ATPase subunit beta-3) (ATPB-3) (CD antigen CD298)	ATP1B3	Homo sapiens (Human)	279	TRANSMEM 36 56 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.		TOPO_DOM 1 35 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 57 279 Extracellular. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17081065}; Single-pass type II membrane protein {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV.	P54709
Q9BW61	DDA1_HUMAN	reviewed	DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1) (PCIA-1)	DDA1 C19orf58 PCIA1	Homo sapiens (Human)	102					Q9BW61
Q6UW68	TM205_HUMAN	reviewed	Transmembrane protein 205	TMEM205 UNQ501/PRO1018	Homo sapiens (Human)	189	TRANSMEM 18 38 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 81 101 Helical. {ECO:0000255}.; TRANSMEM 166 186 Helical. {ECO:0000255}.			SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:20589834}; Multi-pass membrane protein {ECO:0000269|PubMed:20589834}. Note=Located on cell surface microvilli. In cancer cells, transition in subcellular location from cell surface to intracellular regions correlates the progression of cisplatin resistance.	Q6UW68
Q12946	FOXF1_HUMAN	reviewed	Forkhead box protein F1 (Forkhead-related activator 1) (FREAC-1) (Forkhead-related protein FKHL5) (Forkhead-related transcription factor 1)	FOXF1 FKHL5 FREAC1	Homo sapiens (Human)	379				SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.	Q12946
Q9H015	S22A4_HUMAN	reviewed	Solute carrier family 22 member 4 (Ergothioneine transporter) (ET transporter) (Organic cation/carnitine transporter 1)	SLC22A4 ETT OCTN1 UT2H	Homo sapiens (Human)	551	TRANSMEM 21 41 Helical; Name=1. {ECO:0000255}.; TRANSMEM 142 162 Helical; Name=2. {ECO:0000255}.; TRANSMEM 172 192 Helical; Name=3. {ECO:0000255}.; TRANSMEM 198 218 Helical; Name=4. {ECO:0000255}.; TRANSMEM 233 253 Helical; Name=5. {ECO:0000255}.; TRANSMEM 258 278 Helical; Name=6. {ECO:0000255}.; TRANSMEM 338 358 Helical; Name=7. {ECO:0000255}.; TRANSMEM 372 392 Helical; Name=8. {ECO:0000255}.; TRANSMEM 400 420 Helical; Name=9. {ECO:0000255}.; TRANSMEM 427 447 Helical; Name=10. {ECO:0000255}.; TRANSMEM 461 481 Helical; Name=11. {ECO:0000255}.; TRANSMEM 487 507 Helical; Name=12. {ECO:0000255}.		TOPO_DOM 1 20 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 42 141 Extracellular. {ECO:0000255}.; TOPO_DOM 163 171 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 193 197 Extracellular. {ECO:0000255}.; TOPO_DOM 219 232 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 254 257 Extracellular. {ECO:0000255}.; TOPO_DOM 279 337 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 359 371 Extracellular. {ECO:0000255}.; TOPO_DOM 393 399 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 421 426 Extracellular. {ECO:0000255}.; TOPO_DOM 448 460 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 482 486 Extracellular. {ECO:0000255}.; TOPO_DOM 508 551 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Q9H015
Q9HCJ6	VAT1L_HUMAN	reviewed	Synaptic vesicle membrane protein VAT-1 homolog-like (EC 1.-.-.-)	VAT1L KIAA1576	Homo sapiens (Human)	419					Q9HCJ6
Q00577	PURA_HUMAN	reviewed	Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha)	PURA PUR1	Homo sapiens (Human)	322				SUBCELLULAR LOCATION: Nucleus.	Q00577
Q9H0G5	NSRP1_HUMAN	reviewed	Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70)	NSRP1 CCDC55 NSRP70	Homo sapiens (Human)	558				SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21296756}. Nucleus speckle {ECO:0000269|PubMed:21296756}. Note=Colocalizes with splicing factors SRSF1 and SRSF2 in speckles.	Q9H0G5
P00750	TPA_HUMAN	reviewed	Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA) (EC 3.4.21.68) (Alteplase) (Reteplase) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B]	PLAT	Homo sapiens (Human)	562		SIGNAL 1 22 {ECO:0000269|Ref.20}.		SUBCELLULAR LOCATION: Secreted, extracellular space.	P00750
Q9H237	PORCN_HUMAN	reviewed	Protein-serine O-palmitoleoyltransferase porcupine (EC 2.3.1.250) (Protein MG61)	PORCN MG61 PORC PPN	Homo sapiens (Human)	461	TRANSMEM 18 38 Helical. {ECO:0000255}.; TRANSMEM 67 87 Helical. {ECO:0000255}.; TRANSMEM 96 116 Helical. {ECO:0000255}.; TRANSMEM 153 173 Helical. {ECO:0000255}.; TRANSMEM 199 219 Helical. {ECO:0000255}.; TRANSMEM 253 273 Helical. {ECO:0000255}.; TRANSMEM 338 358 Helical. {ECO:0000255}.; TRANSMEM 397 417 Helical. {ECO:0000255}.		TOPO_DOM 1 17 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 39 66 Extracellular. {ECO:0000255}.; TOPO_DOM 88 95 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 117 152 Extracellular. {ECO:0000255}.; TOPO_DOM 174 198 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 220 252 Extracellular. {ECO:0000255}.; TOPO_DOM 274 337 Cytoplasmic. {ECO:0000255}.; TOPO_DOM 359 396 Extracellular. {ECO:0000255}.; TOPO_DOM 418 461 Cytoplasmic. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9JJJ7}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9JJJ7}.	Q9H237-4
